?x	?p	?label
<http://iec.ch/TC57/CIM100#GovHydroPID.gv3>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 3, PU gv (<i>Gv3</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.gv4>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 4, PU gv (<i>Gv4</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.gv5>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 5, PU gv (<i>Gv5</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.gv6>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 6, PU gv (<i>Gv6</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.inputSignal>	<http://www.w3.org/2004/02/skos/core#definition>	"\nInput signal switch (<i>Flag</i>). \ntrue = <i>Pe</i> input is used\nfalse = feedback is received from <i>CV</i>.\n<i>Flag</i> is normally dependent on <i>Tt</i>.  If <i>Tt </i>is zero, <i>Flag</i> is set to false. If <i>Tt</i> is not zero, <i>Flag</i> is set to true.  \nTypical value = true.\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroPID.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Derivative gain (<i>Kd</i>).  Typical value = 1,11."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.kg>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate servo gain (<i>Kg</i>).  Typical value = 2,5."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.ki>	<http://www.w3.org/2004/02/skos/core#definition>	"Integral gain (<i>Ki</i>).  Typical value = 0,36."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.kp>	<http://www.w3.org/2004/02/skos/core#definition>	"Proportional gain (<i>Kp</i>).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.mwbase>	<http://www.w3.org/2004/02/skos/core#definition>	"Base for power values (<i>MWbase</i>) (&gt; 0).  Unit = MW."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.pgv1>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 1, PU power (<i>Pgv1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.pgv2>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 2, PU power (<i>Pgv2</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.pgv3>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 3, PU power (<i>Pgv3</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.pgv4>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 4, PU power (<i>Pgv4</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.pgv5>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 5, PU power (<i>Pgv5</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.pgv6>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 6, PU power (<i>Pgv6</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.pmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening, PU of MWbase (<i>Pmax</i>) (&gt; GovHydroPID.pmin).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.pmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum gate opening, PU of MWbase (<i>Pmin</i>) (&lt; GovHydroPID.pmax).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.r>	<http://www.w3.org/2004/02/skos/core#definition>	"Steady state droop (<i>R</i>).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.td>	<http://www.w3.org/2004/02/skos/core#definition>	"Input filter time constant (<i>Td</i>) (&gt;= 0).  If = 0, block is bypassed.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.tf>	<http://www.w3.org/2004/02/skos/core#definition>	"Washout time constant (<i>Tf</i>) (&gt;= 0).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.tp>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate servo time constant (<i>Tp</i>) (&gt;= 0).  If = 0, block is bypassed.  Typical value = 0,35."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.tt>	<http://www.w3.org/2004/02/skos/core#definition>	"Power feedback time constant (<i>Tt</i>) (&gt;= 0).  If = 0, block is bypassed.  Typical value = 0,02."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.tturb>	<http://www.w3.org/2004/02/skos/core#definition>	"Turbine time constant (<i>Tturb</i>) (&gt;= 0). See Parameter detail 3.  Typical value = 0,8."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.velcl>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate closing velocity (<i>Velcl</i>).  Unit = PU / s.  Typical value = -0,14."@en
<http://iec.ch/TC57/CIM100#GovHydroPID.velop>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening velocity (<i>Velop</i>).  Unit = PU / s.  Typical value = 0,09."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.atw>	<http://www.w3.org/2004/02/skos/core#definition>	"Factor multiplying <i>Tw</i> (<i>Atw</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.d>	<http://www.w3.org/2004/02/skos/core#definition>	"Turbine damping factor (<i>D</i>).  Unit = delta P / delta speed.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.feedbackSignal>	<http://www.w3.org/2004/02/skos/core#definition>	"\nFeedback signal type flag (<i>Flag</i>).\ntrue = use gate position feedback signal\nfalse = use Pe.\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.g0>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate opening at speed no load (<i>G0</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.g1>	<http://www.w3.org/2004/02/skos/core#definition>	"Intermediate gate opening (<i>G1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.g2>	<http://www.w3.org/2004/02/skos/core#definition>	"Intermediate gate opening (<i>G2</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.gmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening (<i>Gmax</i>) (&gt; GovHydroPID2.gmin).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.gmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum gate opening (<i>Gmin</i>) (&gt; GovHydroPID2.gmax).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.kd>	<http://www.w3.org/2004/02/skos/core#definition>	"Derivative gain (<i>Kd</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.ki>	<http://www.w3.org/2004/02/skos/core#definition>	"Reset gain (<i>Ki</i>).  Unit = PU/s.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.kp>	<http://www.w3.org/2004/02/skos/core#definition>	"Proportional gain (<i>Kp</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.mwbase>	<http://www.w3.org/2004/02/skos/core#definition>	"Base for power values (<i>MWbase</i>) (&gt;0).  Unit = MW."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.p1>	<http://www.w3.org/2004/02/skos/core#definition>	"Power at gate opening <i>G1</i> (<i>P1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.p2>	<http://www.w3.org/2004/02/skos/core#definition>	"Power at gate opening G2 (<i>P2</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.p3>	<http://www.w3.org/2004/02/skos/core#definition>	"Power at full opened gate (<i>P3</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.rperm>	<http://www.w3.org/2004/02/skos/core#definition>	"Permanent drop (<i>Rperm</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Controller time constant (<i>Ta</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.tb>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate servo time constant (<i>Tb</i>) (&gt; 0). "@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.treg>	<http://www.w3.org/2004/02/skos/core#definition>	"Speed detector time constant (<i>Treg</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.tw>	<http://www.w3.org/2004/02/skos/core#definition>	"Water inertia time constant (<i>Tw</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.velmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening velocity (<i>Velmax</i>) (&lt; GovHydroPID2.velmin).  Unit = PU / s.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPID2.velmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate closing velocity (<i>Velmin</i>) (&gt; GovHydroPID2.velmax).  Unit = PU / s.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.av0>	<http://www.w3.org/2004/02/skos/core#definition>	"Area of the surge tank (<i>A</i><i><sub>V0</sub></i>). Unit = m<sup>2</sup>. Typical value = 30."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.av1>	<http://www.w3.org/2004/02/skos/core#definition>	"Area of the compensation tank (<i>A</i><i><sub>V1</sub></i>). Unit = m<sup>2</sup>. Typical value = 700."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.bp>	<http://www.w3.org/2004/02/skos/core#definition>	"Droop (<i>bp</i>).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.db1>	<http://www.w3.org/2004/02/skos/core#definition>	"Intentional dead-band width (<i>DB1</i>).  Unit = Hz.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.db2>	<http://www.w3.org/2004/02/skos/core#definition>	"Intentional dead-band width of valve opening error (<i>DB2</i>). Unit = Hz.  Typical value = 0,01."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.h1>	<http://www.w3.org/2004/02/skos/core#definition>	"Head of compensation chamber water level with respect to the level of penstock (<i>H</i><i><sub>1</sub></i>).  Unit = km.  Typical value = 0,004."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.h2>	<http://www.w3.org/2004/02/skos/core#definition>	"Head of surge tank water level with respect to the level of penstock (<i>H</i><i><sub>2</sub></i>).  Unit = km.  Typical value = 0,040."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.hn>	<http://www.w3.org/2004/02/skos/core#definition>	"Rated hydraulic head (<i>H</i><i><sub>n</sub></i>).  Unit = km.  Typical value = 0,250."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.kc>	<http://www.w3.org/2004/02/skos/core#definition>	"Penstock loss coefficient (due to friction) (<i>Kc</i>).  Typical value = 0,025."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.kg>	<http://www.w3.org/2004/02/skos/core#definition>	"Water tunnel and surge chamber loss coefficient (due to friction) (<i>Kg</i>).  Typical value = 0,025."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.qc0>	<http://www.w3.org/2004/02/skos/core#definition>	"No-load turbine flow at nominal head (<i>Qc0</i>).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.qn>	<http://www.w3.org/2004/02/skos/core#definition>	"Rated flow (<i>Q</i><i><sub>n</sub></i>). Unit = m<sup>3</sup>/s. Typical value = 250."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.simplifiedPelton>	<http://www.w3.org/2004/02/skos/core#definition>	"\nSimplified Pelton model simulation (<i>Sflag</i>).\ntrue = enable of simplified Pelton model simulation\nfalse = enable of complete Pelton model simulation (non-linear gain).\nTypical value = true.\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.staticCompensating>	<http://www.w3.org/2004/02/skos/core#definition>	"\nStatic compensating characteristic (<i>Cflag</i>). It should be true if simplifiedPelton = false.\ntrue = enable of static compensating characteristic \nfalse = inhibit of static compensating characteristic.\nTypical value = false.\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.ta>	<http://www.w3.org/2004/02/skos/core#definition>	"Derivative gain (accelerometer time constant) (<i>Ta</i>) (&gt;= 0).  Typical value = 3."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.ts>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate servo time constant (<i>Ts</i>) (&gt;= 0).  Typical value = 0,15."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.tv>	<http://www.w3.org/2004/02/skos/core#definition>	"Servomotor integrator time constant (<i>Tv</i>) (&gt;= 0).  Typical value = 0,3."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.twnc>	<http://www.w3.org/2004/02/skos/core#definition>	"Water inertia time constant (<i>Twnc</i>) (&gt;= 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.twng>	<http://www.w3.org/2004/02/skos/core#definition>	"Water tunnel and surge chamber inertia time constant (<i>Twng</i>) (&gt;= 0). Typical value = 3."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.tx>	<http://www.w3.org/2004/02/skos/core#definition>	"Electronic integrator time constant (<i>Tx</i>) (&gt;= 0).  Typical value = 0,5."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.va>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening velocity (<i>Va</i>).  Unit = PU / s.  Typical value = 0,06."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.valvmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening (<i>ValvMax</i>) (&gt; GovHydroPelton.valvmin).  Typical value = 1,1."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.valvmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum gate opening (<i>ValvMin</i>) (&lt; GovHydroPelton.valvmax).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.vav>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum servomotor valve opening velocity (<i>Vav</i>).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.vc>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate closing velocity (<i>Vc</i>).  Unit = PU / s.  Typical value = -0,06."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.vcv>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum servomotor valve closing velocity (<i>Vcv</i>).  Typical value = -0,1."@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.waterTunnelSurgeChamberSimulation>	<http://www.w3.org/2004/02/skos/core#definition>	"\nWater tunnel and surge chamber simulation (<i>Tflag</i>).\ntrue = enable of water tunnel and surge chamber simulation\nfalse = inhibit of water tunnel and surge chamber simulation.\nTypical value = false.\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroPelton.zsfc>	<http://www.w3.org/2004/02/skos/core#definition>	"Head of upper water level with respect to the level of penstock (<i>Zsfc</i>).  Unit = km.  Typical value = 0,025."@en
<http://iec.ch/TC57/CIM100#GovHydroR.at>	<http://www.w3.org/2004/02/skos/core#definition>	"Turbine gain (<i>At</i>).  Typical value = 1,2."@en
<http://iec.ch/TC57/CIM100#GovHydroR.db1>	<http://www.w3.org/2004/02/skos/core#definition>	"Intentional dead-band width (<i>db1</i>).  Unit = Hz.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.db2>	<http://www.w3.org/2004/02/skos/core#definition>	"Unintentional dead-band (<i>db2</i>).  Unit = MW.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.dturb>	<http://www.w3.org/2004/02/skos/core#definition>	"Turbine damping factor (<i>Dturb</i>).  Typical value = 0,2."@en
<http://iec.ch/TC57/CIM100#GovHydroR.eps>	<http://www.w3.org/2004/02/skos/core#definition>	"Intentional db hysteresis (<i>eps</i>).  Unit = Hz.  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.gmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum governor output (<i>Gmax</i>) (&gt; GovHydroR.gmin).  Typical value = 1,05."@en
<http://iec.ch/TC57/CIM100#GovHydroR.gmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum governor output (<i>Gmin</i>) (&lt; GovHydroR.gmax).  Typical value = -0,05."@en
<http://iec.ch/TC57/CIM100#GovHydroR.gv1>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 1, PU gv (<i>Gv1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.gv2>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 2, PU gv (<i>Gv2</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.gv3>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 3, PU gv (<i>Gv3</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.gv4>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 4, PU gv (<i>Gv4</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.gv5>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 5, PU gv (<i>Gv5</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.gv6>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 6, PU gv (<i>Gv6</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.h0>	<http://www.w3.org/2004/02/skos/core#definition>	"Turbine nominal head (<i>H0</i>).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovHydroR.inputSignal>	<http://www.w3.org/2004/02/skos/core#definition>	"\nInput signal switch (<i>Flag</i>).\ntrue = <i>Pe</i> input is used\nfalse = feedback is received from <i>CV</i>.\n<i>Flag</i> is normally dependent on <i>Tt</i>.  If <i>Tt </i>is zero, <i>Flag</i> is set to false. If <i>Tt</i> is not zero, <i>Flag</i> is set to true.  \nTypical value = true.\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroR.kg>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate servo gain (<i>Kg</i>).  Typical value = 2."@en
<http://iec.ch/TC57/CIM100#GovHydroR.ki>	<http://www.w3.org/2004/02/skos/core#definition>	"Integral gain (<i>Ki</i>).  Typical value = 0,5."@en
<http://iec.ch/TC57/CIM100#GovHydroR.mwbase>	<http://www.w3.org/2004/02/skos/core#definition>	"Base for power values (<i>MWbase</i>) (&gt; 0).  Unit = MW."@en
<http://iec.ch/TC57/CIM100#GovHydroR.pgv1>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 1, PU power (<i>Pgv1</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.pgv2>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 2, PU power (<i>Pgv2</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.pgv3>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 3, PU power (<i>Pgv3</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.pgv4>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 4, PU power (<i>Pgv4</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.pgv5>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 5, PU power (<i>Pgv5</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.pgv6>	<http://www.w3.org/2004/02/skos/core#definition>	"Nonlinear gain point 6, PU power (<i>Pgv6</i>).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.pmax>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening, PU of <i>MWbase</i> (<i>Pmax</i>) (&gt; GovHydroR.pmin).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovHydroR.pmin>	<http://www.w3.org/2004/02/skos/core#definition>	"Minimum gate opening, PU of <i>MWbase</i> (<i>Pmin</i>) (&lt; GovHydroR.pmax).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.qnl>	<http://www.w3.org/2004/02/skos/core#definition>	"No-load turbine flow at nominal head (<i>Qnl</i>).  Typical value = 0,08."@en
<http://iec.ch/TC57/CIM100#GovHydroR.r>	<http://www.w3.org/2004/02/skos/core#definition>	"Steady-state droop (<i>R</i>).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#GovHydroR.t1>	<http://www.w3.org/2004/02/skos/core#definition>	"Lead time constant 1 (<i>T1</i>) (&gt;= 0).  Typical value = 1,5."@en
<http://iec.ch/TC57/CIM100#GovHydroR.t2>	<http://www.w3.org/2004/02/skos/core#definition>	"Lag time constant 1 (<i>T2</i>) (&gt;= 0).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#GovHydroR.t3>	<http://www.w3.org/2004/02/skos/core#definition>	"Lead time constant 2 (<i>T3</i>) (&gt;= 0).  Typical value = 1,5."@en
<http://iec.ch/TC57/CIM100#GovHydroR.t4>	<http://www.w3.org/2004/02/skos/core#definition>	"Lag time constant 2 (<i>T4</i>) (&gt;= 0).  Typical value = 0,1."@en
<http://iec.ch/TC57/CIM100#GovHydroR.t5>	<http://www.w3.org/2004/02/skos/core#definition>	"Lead time constant 3 (<i>T5</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.t6>	<http://www.w3.org/2004/02/skos/core#definition>	"Lag time constant 3 (<i>T6</i>) (&gt;= 0).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#GovHydroR.t7>	<http://www.w3.org/2004/02/skos/core#definition>	"Lead time constant 4 (<i>T7</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.t8>	<http://www.w3.org/2004/02/skos/core#definition>	"Lag time constant 4 (<i>T8</i>) (&gt;= 0).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#GovHydroR.td>	<http://www.w3.org/2004/02/skos/core#definition>	"Input filter time constant (<i>Td</i>) (&gt;= 0).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#GovHydroR.tp>	<http://www.w3.org/2004/02/skos/core#definition>	"Gate servo time constant (<i>Tp</i>) (&gt;= 0).  Typical value = 0,05."@en
<http://iec.ch/TC57/CIM100#GovHydroR.tt>	<http://www.w3.org/2004/02/skos/core#definition>	"Power feedback time constant (<i>Tt</i>) (&gt;= 0).  Typical value = 0."@en
<http://iec.ch/TC57/CIM100#GovHydroR.tw>	<http://www.w3.org/2004/02/skos/core#definition>	"Water inertia time constant (<i>Tw</i>) (&gt; 0).  Typical value = 1."@en
<http://iec.ch/TC57/CIM100#GovHydroR.velcl>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate closing velocity (<i>Velcl</i>).  Unit = PU / s.  Typical value = -0,2."@en
<http://iec.ch/TC57/CIM100#GovHydroR.velop>	<http://www.w3.org/2004/02/skos/core#definition>	"Maximum gate opening velocity (<i>Velop</i>).  Unit = PU / s.  Typical value = 0,2."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.db>	<http://www.w3.org/2004/02/skos/core#definition>	"Speed deadband (<i>db</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.dicn>	<http://www.w3.org/2004/02/skos/core#definition>	"Value to allow the integral controller to advance beyond the gate limits (<i>Dicn</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.dpv>	<http://www.w3.org/2004/02/skos/core#definition>	"Value to allow the pilot valve controller to advance beyond the gate limits (<i>Dpv</i>)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.dturb>	<http://www.w3.org/2004/02/skos/core#definition>	"Turbine damping factor (<i>Dturb</i>).  Unit = delta P (PU of <i>MWbase</i>) / delta speed (PU)."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.feedbackSignal>	<http://www.w3.org/2004/02/skos/core#definition>	"\nFeedback signal selection (<i>Sw</i>).\ntrue = PID output (if <i>R-Perm-Gate </i>= droop and <i>R-Perm-Pe </i>= 0)\nfalse = electrical power (if <i>R-Perm-Gate </i>= 0 and <i>R-Perm-Pe </i>= droop) or\nfalse = gate position (if R<i>-Perm-Gate </i>= droop and <i>R-Perm-Pe </i>= 0).\nTypical value = false.\n\t"@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fl1>	<http://www.w3.org/2004/02/skos/core#definition>	"Flowgate 1 (<i>Fl1</i>).  Flow value for gate position point 1 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fl2>	<http://www.w3.org/2004/02/skos/core#definition>	"Flowgate 2 (<i>Fl2</i>).  Flow value for gate position point 2 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fl3>	<http://www.w3.org/2004/02/skos/core#definition>	"Flowgate 3 (<i>Fl3</i>).  Flow value for gate position point 3 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fl4>	<http://www.w3.org/2004/02/skos/core#definition>	"Flowgate 4 (<i>Fl4</i>).  Flow value for gate position point 4 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fl5>	<http://www.w3.org/2004/02/skos/core#definition>	"Flowgate 5 (<i>Fl5</i>).  Flow value for gate position point 5 for lookup table representing water flow through the turbine as a function of gate position to produce steady state flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp1>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P1 (<i>Fp1</i>).  Turbine flow value for point 1 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp10>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P10 (<i>Fp10</i>).  Turbine flow value for point 10 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp2>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P2 (<i>Fp2</i>).  Turbine flow value for point 2 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp3>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P3 (<i>Fp3</i>).  Turbine flow value for point 3 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp4>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P4 (<i>Fp4</i>).  Turbine flow value for point 4 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
<http://iec.ch/TC57/CIM100#GovHydroWEH.fp5>	<http://www.w3.org/2004/02/skos/core#definition>	"Flow P5 (<i>Fp5</i>).  Turbine flow value for point 5 for lookup table representing PU mechanical power on machine MVA rating as a function of turbine flow."@en
